phageName,phageNCBIName,test/training,phageVirusgroup,hostSuperkingdom,hostPhylum,hostClass,hostOrder,hostFamily,hostGenus,hostSpecies
Yersinia phage R,JX000007,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia pestis
Yersinia phage Berlin,AM183667,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia pestis
Yersinia phage YpP-G,JQ965702,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia pestis
Yersinia phage Yep-phi,HQ333270,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia pestis
Enterobacter phage EcP1,HQ641380,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae
Burkholderia phage phiE12-2,CP000624,test,Myoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
Burkholderia phage ST79,KC462197,test,Myoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
Burkholderia phage phi644-2,CP000625,test,Siphoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
Bacillus phage BCP78,JN797797,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage B4,JN790865,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage Bcp1,KJ451625,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage W.Ph.,HM144387,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage BCU4,JN797798,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage BCD7,JN712910,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage BPS13,JN654439,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage B5S,JN797796,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage vB_BceM-Bc431v3,JX094431,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage PBC1,JQ619704,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Brucella phage Wb,KC556898,test,Podoviridae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella abortus
Brucella phage Fz,KC556894,test,Podoviridae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella abortus
Campylobacter phage CPX,JN132397,test,Myoviridae,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
Campylobacter phage NCTC12673,GU296433,test,Myoviridae,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
Campylobacter phage CP81,FR823450,test,Myoviridae,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
Pseudomonas phage phi2954,FJ608825,test,Cysto,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
Pseudomonas phage phi2954,FJ608824,test,Cysto,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
Pseudomonas phage phi2954,FJ608823,test,Cysto,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
Pseudomonas phage phiPSA1,KJ507100,test,Siphoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
Shigella phage Shfl2,HM035025,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri
Enterobacteria phage Sf6,AF547987,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri
Shigella phage Shfl1,HM035024,test,Siphoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri
Staphylococcus phage vB_SepiS-phiIPLA5,JN192400,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
Staphylococcus phage vB_SepiS-phiIPLA7,JN192401,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
Bacillus phage Gamma,DQ221100,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
Bacillus phage Fah,DQ150593,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
Bacillus phage vB_BanS-Tsamsa,KC481682,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
Bacteroides phage B124-14,HE608841,test,Siphoviridae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
Bacillus phage AP50,EU408779,test,Tectiviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
Bacillus phage Wip1,KF188458,test,Tectiviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
Propionibacterium phage PHL073M02,JX570703,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL010M04,JX570704,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL115M02,JX570708,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL085M01,JX570707,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage P9.1,JX262215,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage P14.4,JX262216,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage P101A,JX262217,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage P104A,JX262218,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage P105,JX262219,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage P100D,JX262220,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage P100_A,JX262221,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage P100_1,JX262222,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage P1.1,JX262223,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage ATCC29399B_T,JX262224,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage ATCC29399B_C,JX262225,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL066M04,JX570711,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL037M02,JX570706,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL060L00,JX570705,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL067M10,JX570709,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL071N05,JX570710,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL111M01,JX570702,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL112N00,JX570714,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL113M01,JX570713,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Propionibacterium phage PHL114L00,JX570712,test,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
Bacillus phage Grass,KF669652,test,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
Bacillus phage SPO1,FJ230960,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
Bacillus phage CampHawk,KF669649,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
Bacillus phage PZA,M11813,test,Podoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
Bacillus phage phi29,EU771092,test,Podoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
Brucella phage Bk,KC556893,test,Podoviridae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella melitensis
Bacillus phage 0305phi8-36,EF583821,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
Bacillus phage CAM003,KJ489397,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
Bacillus phage IEBH,EU874396,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
Bacillus phage BtCS33,JN191664,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
Pseudomonas phage phiIBB-PF7A,GU583987,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
Pseudomonas phage Phi-S1,JX173487,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
Pseudomonas phage UFV-P2,JX863101,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
Xanthomonas citri phage CP2,AB720064,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri
Xanthomonas phage CP1,AB720063,test,Siphoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri
Pseudomonas phage gh-1,AF493143,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
Lactococcus phage asccphi28,EU438902,test,Podoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC356,JQ740795,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC531,JQ740812,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC324,JQ740793,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC544,JQ740814,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC489,JQ740807,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC287,JQ740791,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC476,JQ740806,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC358,JQ740796,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC473,JQ740805,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC460,JQ740803,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC337,JQ740794,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC395,JQ740799,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC497,JQ740808,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC454,JQ740802,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC310,JQ740792,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC506,JQ740810,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC284,JQ740790,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC406,JQ740801,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC365,JQ740797,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC368,JQ740798,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC397,JQ740800,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC527,JQ740811,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus Phage ASCC502,JQ740809,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus phage SK1833,KF676640,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus phage BM13,JX567312,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus phage P078,KJ489010,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus phage P092,KJ489011,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus phage P118,KJ489012,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Lactococcus phage P162,KJ489013,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Pectobacterium phage ZF40,JQ177065,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium,Pectobacterium carotovorum
Serratia phage PS2,KJ025957,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia marcescens
Aeromonas phage Aeh1,AY266303,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
Aeromonas phage CC2,JX123262,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
Vibrio phage VvAW1,JQ801337,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus
Lactobacillus phage phiAT3,AY605066,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei
Ralstonia phage RSMSuper,AB981170,test,Inoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage RS611,AB931172,test,Inoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage PE226,HM064452,test,Inoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage RSS0,JQ408219,test,Inoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage RSS30,AB828698,test,Inoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage RSS20,AB830321,test,Inoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage RS603,AB937974,test,Inoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage RSY1,AB981169,test,Myoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage RSB1,AB451219,test,Podoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage RSB2,AB597179,test,Podoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage RSB3,AB854109,test,Podoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Ralstonia phage RSK1,AB863625,test,Podoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Stenotrophomonas phage phiSHP2,HM150760,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia
Stenotrophomonas phage Smp131,JQ809663,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia
Stenotrophomonas phage IME15,JX872508,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia
Pasteurella phage F108,DQ114220,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida
Yersinia phage phiR1-37,AJ972879,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia enterocolitica
Yersinia phage phiR1-RT,HE956709,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia enterocolitica
Yersinia phage phi80-18,HE956710,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia enterocolitica
Yersinia phage PY54,AJ564013,test,Siphoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia enterocolitica
Yersinia phage phiR201,HE956708,test,Siphoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia enterocolitica
Sulfolobus spindle-shaped virus 5,EU030939,test,Fusello,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
Sulfolobus islandicus rod-shaped virus 2,AJ344259,test,Rudiviridae,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
Streptococcus phage TP-J34,HE861935,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
Streptococcus phage 2972,AY699705,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
Streptococcus phage 858,EF529515,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
Streptococcus phage Abc2,FJ236310,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
Streptococcus phage ALQ13.2,FJ226752,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
Burkholderia phage phiE202,CP000623,test,Myoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis
Burkholderia phage phiE255,CP000622,test,Myoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis
Xylella phage Xfas53,GQ421471,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa
Phage Paz,KF626666,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa
Phage Prado,KF626667,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa
Lactobacillus phage Ld17,KJ564037,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii
Lactobacillus phage Ld25A,KJ564036,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii
Lactobacillus phage Ld3,KJ564038,test,Siphoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii
Lactoccocus phage WP-2,KJ528544,test,Podoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae
Cronobacter phage ENT47670,HQ201308,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
Cronobacter phage vB_CsaM_GAP31,JN882284,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
Cronobacter phage vB_CsaM_GAP32,JN882285,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
Cronobacter phage vB_CsaM_GAP161,JN882287,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
Cronobacter phage CR9,JQ691611,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
Cronobacter phage CR3,JQ691612,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
Cronobacter phage CR5,JX094500,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
Shigella phage phiSboM-AG3,FJ373894,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella boydii
Burkholderia phage BcepIL02,FJ937737,test,Podoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia
